地浸砂岩型钻孔分层地质特征表,,,,,,,,,,,,,,,,,,,
工作区编号(必填),钻孔编号(必填),分层号(必填),换层深度(m),岩石分层厚度(m),地层代号,年代地层单位名称(有提示信息DSA),岩石地层单位名称(有提示信息DSB),花纹代号,粒度(有提示信息YAN),岩石名称(有提示信息YSEB),岩性描述,地质描述,碳酸岩含量,岩石固结程度,其他（岩石成分）,轴心夹角度(岩层倾角),备注,数据入库日期(年.月.日),,
1,2,3,4,,
MDBTAD,GCJCBN,MDLOA,HCSD,TKACCM,DCDH,DSF,DSBF,YSHFA,YXLD,YSEB,PKICGA,DZMS,FCTSY,FCGJCD,YSQT,GCJLIJ,MDLZZ,GGDDIW,,
220620,P2807,25,271.15,1,J2x1,,中侏罗统西山窑组下段,,粗砂,含砾粗砂岩,灰色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,26,274,2.85,J2x1,,中侏罗统西山窑组下段,,粗砂,粗砂岩,灰色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,27,275.75,1.75,J2x1,,中侏罗统西山窑组下段,,粗砂,含砾粗砂岩,灰色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,28,277.65,1.9,J2x1,,中侏罗统西山窑组下段,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2807,29,282.35,3.1,J2x1,,中侏罗统西山窑组下段,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2807,30,283.45,1.1,J2x1,,中侏罗统西山窑组下段,,细砂,钙质细砂岩,灰色钙质细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色钙质细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,31,284.8,1.35,J2x1,,中侏罗统西山窑组下段,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2807,32,286.05,1.25,J2x1,,中侏罗统西山窑组下段,,中砂,中砂岩,灰色中砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色中砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,33,291.15,5.1,J2x1,,中侏罗统西山窑组下段,,粗砂,粗砂岩,浅黄色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,34,293.55,2.4,J2x1,,中侏罗统西山窑组下段,,砾,砂砾岩,浅黄色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,35,295.35,1.8,J2x1,,中侏罗统西山窑组下段,,粗砂,含砾粗砂岩,浅黄色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,36,296.35,1,J2x1,,中侏罗统西山窑组下段,,砾,砂砾岩,浅黄色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,37,299.55,3.2,J2x1,,中侏罗统西山窑组下段,,粗砂,粗砂岩,浅黄色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,38,300.15,0.6,J2x1,,中侏罗统西山窑组下段,,砾,砂砾岩,浅黄色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,39,301.35,1.2,J2x1,,中侏罗统西山窑组下段,,粗砂,含砾粗砂岩,浅黄色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,40,304.35,2.2,J2x1,,中侏罗统西山窑组下段,,粗砂,粗砂岩,浅黄色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,41,308.05,3.7,J2x1,,中侏罗统西山窑组下段,,砾,砂砾岩,浅黄色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,42,312.55,4.5,J1s,,下侏罗统三工河组,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2807,43,313.35,0.6,J1s,,下侏罗统三工河组,,砾,砂砾岩,浅黄色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,44,319.15,5.8,J1s,,下侏罗统三工河组,,粗砂,含砾粗砂岩,浅黄色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,45,321.05,1.9,J1s,,下侏罗统三工河组,,砾,砂砾岩,浅黄色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,46,323.75,2.7,J1s,,下侏罗统三工河组,,粗砂,含砾粗砂岩,浅黄色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,47,325.55,1.8,J1s,,下侏罗统三工河组,,粗砂,粗砂岩,浅黄色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,48,326.15,0.6,J1s,,下侏罗统三工河组,,粗砂,钙质含砾粗砂岩,浅黄色钙质含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色钙质含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,49,326.45,0.3,J1s,,下侏罗统三工河组,,粗砂,粗砂岩,浅黄色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,浅黄色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,50,326.75,0.3,J1s,,下侏罗统三工河组,,煤,煤,煤,煤,I,,,,,,
220620,P2807,51,327.3,0.55,J1s,,下侏罗统三工河组,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2807,52,329.55,2.25,J1s,,下侏罗统三工河组,,细砂,细砂岩,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,53,332.35,2.8,J1s,,下侏罗统三工河组,,粗砂,粗砂岩,灰色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,54,336.95,4.6,J1s,,下侏罗统三工河组,,粗砂,含砾粗砂岩,灰色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,55,337.75,0.8,J1s,,下侏罗统三工河组,,粗砂,粗砂岩,灰色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2807,56,345.92,6.6,J1s,,下侏罗统三工河组,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,1,15.4,5.4,Q,,第四系,,砾,第四系,第四系,第四系,I,,,,,,
220620,P2808,2,18.1,2.7,N,,新近系,,粉砂,粉砂岩,粉砂岩,粉砂岩,I,,,,,,
220620,P2808,3,26.35,8.25,N,,新近系,,细砂,细砂岩,细砂岩,细砂岩,I,,,,,,
220620,P2808,4,40.05,13.7,N,,新近系,,粉砂,粉砂岩,粉砂岩,粉砂岩,I,,,,,,
220620,P2808,5,49.2,9.15,N,,新近系,,细砂,细砂岩,细砂岩,细砂岩,I,,,,,,
220620,P2808,6,62.5,13.3,N,,新近系,,粉砂,粉砂岩,粉砂岩,粉砂岩,I,,,,,,
220620,P2808,7,72.25,9.75,N,,新近系,,细砂,细砂岩,细砂岩,细砂岩,I,,,,,,
220620,P2808,8,78.2,5.95,N,,新近系,,粗砂,粗砂岩,粗砂岩,粗砂岩,I,,,,,,
220620,P2808,9,94,15.8,N,,新近系,,泥,泥岩,泥岩,泥岩,I,,,,,,
220620,P2808,10,108.1,14.1,N,,新近系,,砾,砂砾岩,砂砾岩,砂砾岩,I,,,,,,
220620,P2808,11,110.6,2.5,J2t,,上侏罗统头屯河组,,泥,泥岩,泥岩,泥岩,I,,,,,,
220620,P2808,12,113.05,2.45,J2t,,上侏罗统头屯河组,,粉砂,粉砂岩,粉砂岩,粉砂岩,I,,,,,,
220620,P2808,13,116.9,3.85,J2t,,上侏罗统头屯河组,,泥,泥岩,泥岩,泥岩,I,,,,,,
220620,P2808,14,117.7,0.8,J2t,,上侏罗统头屯河组,,粉砂,粉砂岩,粉砂岩,粉砂岩,I,,,,,,
220620,P2808,15,119.55,1.85,J2t,,上侏罗统头屯河组,,粗砂,粗砂岩,粗砂岩,粗砂岩,I,,,,,,
220620,P2808,16,124.5,4.95,J2t,,上侏罗统头屯河组,,泥,泥岩,泥岩,泥岩,I,,,,,,
220620,P2808,17,125.3,0.8,J2t,,上侏罗统头屯河组,,细砂,细砂岩,细砂岩,细砂岩,I,,,,,,
220620,P2808,18,133.4,8.1,J2t,,上侏罗统头屯河组,,泥,泥岩,泥岩,泥岩,I,,,,,,
220620,P2808,19,137.9,4.5,J2t,,上侏罗统头屯河组,,细砂,细砂岩,细砂岩,细砂岩,I,,,,,,
220620,P2808,20,139.8,1.9,J2x3,,中侏罗统西山窑组上段,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,21,148.4,8.6,J2x3,,中侏罗统西山窑组上段,,粗砂,粗砂岩,浅黄色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变和褐铁矿化蚀变。,浅黄色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变和褐铁矿化蚀变。,I,,,,,,
220620,P2808,22,153.7,5.3,J2x3,,中侏罗统西山窑组上段,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,23,156.75,3.05,J2x3,,中侏罗统西山窑组上段,,粗砂,粗砂岩,灰色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变和褐铁矿化蚀变。,灰色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变和褐铁矿化蚀变。,I,,,,,,
220620,P2808,24,162.2,5.45,J2x3,,中侏罗统西山窑组上段,,粗砂,含砾粗砂岩,灰色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变和褐铁矿化蚀变。,灰色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变和褐铁矿化蚀变。,I,,,,,,
220620,P2808,25,167.3,5.1,J2x3,,中侏罗统西山窑组上段,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,26,172.7,5.4,J2x2,,中侏罗统西山窑组中段,,煤,煤,第十煤层，区域标志层,第十煤层，区域标志层,I,,,,,,
220620,P2808,27,184,11.3,J2x2,,中侏罗统西山窑组中段,,粉砂,粉砂岩,粉砂岩,粉砂岩,I,,,,,,
220620,P2808,28,186.4,2.4,J2x2,,中侏罗统西山窑组中段,,煤,煤,煤,煤,I,,,,,,
220620,P2808,29,196.3,9.9,J2x2,,中侏罗统西山窑组中段,,粉砂,粉砂岩,粉砂岩,粉砂岩,I,,,,,,
220620,P2808,30,197.7,1.2,J2x2,,中侏罗统西山窑组中段,,煤,煤,煤,煤,I,,,,,,
220620,P2808,31,201,3.3,J2x2,,中侏罗统西山窑组中段,,粗砂,粗砂岩,粗砂岩,粗砂岩,I,,,,,,
220620,P2808,32,218,17,J2x1,,中侏罗统西山窑组下段,,煤,煤,第八煤层，区域标志层,第八煤层，区域标志层,I,,,,,,
220620,P2808,33,221.7,3.7,J2x1,,中侏罗统西山窑组下段,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,34,228.15,6.45,J2x1,,中侏罗统西山窑组下段,,中砂,中砂岩,灰色中砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色中砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2808,35,234.4,6.25,J2x1,,中侏罗统西山窑组下段,,细砂,细砂岩,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2808,36,236.3,1.9,J2x1,,中侏罗统西山窑组下段,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,37,242.1,5.8,J2x1,,中侏罗统西山窑组下段,,细砂,细砂岩,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,I,,,,,,
220620,P2808,38,246.9,4.8,J2x1,,中侏罗统西山窑组下段,,粗砂,粗砂岩,灰色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,灰色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,I,,,,,,
220620,P2808,39,247.15,0.25,J2x1,,中侏罗统西山窑组下段,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,40,247.55,0.4,J2x1,,中侏罗统西山窑组下段,,煤,煤,煤,煤,I,,,,,,
220620,P2808,41,248.05,0.5,J2x1,,中侏罗统西山窑组下段,,泥,含炭泥岩,黑色炭质泥岩,黑色炭质泥岩,I,,,,,,
220620,P2808,42,254.3,6.25,J2x1,,中侏罗统西山窑组下段,,中砂,中砂岩,灰色中砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,灰色中砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,I,,,,,,
220620,P2808,43,256.9,2.6,J2x1,,中侏罗统西山窑组下段,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,44,261.2,4.3,J2x1,,中侏罗统西山窑组下段,,粗砂,粗砂岩,灰色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,灰色粗砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,I,,,,,,
220620,P2808,45,261.8,0.6,J2x1,,中侏罗统西山窑组下段,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,46,263,1.2,J2x1,,中侏罗统西山窑组下段,,细砂,细砂岩,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,I,,,,,,
220620,P2808,47,265.9,2.9,J1s,,下侏罗统三工河组,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,48,266.5,0.6,J1s,,下侏罗统三工河组,,细砂,钙质细砂岩,灰色钙质细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,灰色钙质细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,I,,,,,,
220620,P2808,49,268.5,2,J1s,,下侏罗统三工河组,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,50,269.1,0.6,J1s,,下侏罗统三工河组,,细砂,细砂岩,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,I,,,,,,
220620,P2808,51,270.6,1.5,J1s,,下侏罗统三工河组,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,52,271.55,0.95,J1s,,下侏罗统三工河组,,细砂,细砂岩,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,I,,,,,,
220620,P2808,53,278.9,7.35,J1s,,下侏罗统三工河组,,粗砂,含砾粗砂岩,灰色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色含砾粗砂岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2808,54,279.5,0.6,J1s,,下侏罗统三工河组,,粉砂,粉砂岩,灰色粉砂岩,灰色粉砂岩,I,,,,,,
220620,P2808,55,282.5,3,J1s,,下侏罗统三工河组,,砾,砂砾岩,灰色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,灰色砂砾岩，成分石英为主，次为岩屑，少量长石，砾石石英为主，少量岩屑，砾径2-6mm，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变。,I,,,,,,
220620,P2808,56,282.9,0.4,J1s,,下侏罗统三工河组,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,57,284.3,1.4,J1s,,下侏罗统三工河组,,细砂,细砂岩,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,I,,,,,,
220620,P2808,58,284.9,0.6,J1s,,下侏罗统三工河组,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,59,285.8,0.9,J1s,,下侏罗统三工河组,,煤,煤,煤,煤,I,,,,,,
220620,P2808,60,286.8,1,J1s,,下侏罗统三工河组,,细砂,细砂岩,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,灰色细砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,I,,,,,,
220620,P2808,61,288.2,1.4,J1s,,下侏罗统三工河组,,泥,泥岩,灰色泥岩,灰色泥岩,I,,,,,,
220620,P2808,62,289.55,1.35,J1s,,下侏罗统三工河组,,中砂,中砂岩,浅黄色中砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,浅黄色中砂岩，成分石英为主，次为岩屑，少量长石，分选中等，呈次棱角-次圆状，颗粒支撑，泥质胶结，固结疏松，发育粘土化蚀变,I,,,,,,
